Jan, 6.124652031941E+02
Feb, 7.453410743520E+02
Mar, 7.803803195896E+02
Apr, 6.047224802433E+02
May, 6.049589788242E+02
Jun, 6.117241925191E+02
Jul, 6.120321117175E+02
Aug, 6.037215979672E+02
Sep, 5.964472989749E+02
Oct, 5.937936897817E+02
Nov, 5.981406819362E+02
Dec, 6.031662046326E+02
